source_node,target_node,source_id,target_id,feature_distance,similarity_weight
10,9,75458281197696,86693915665280,2.039122697090964,0.4904069781706227
10,14,75458281197696,384317969303168,2.08647904348764,0.4792763210925797
10,8,75458281197696,44358422235136,2.2227999043908206,0.4498830497626864
11,6,896106271727872,675379313032192,1.0657708696119967,0.9382879833853223
11,12,896106271727872,188020783957632,1.8520970705292956,0.539928503700769
11,32,896106271727872,1611029348487680,2.3575351754024556,0.42417182591087554
11,43,896106271727872,1036706321717888,2.389082559516576,0.4185707170378945
11,16,896106271727872,339993906853248,2.4234494726028664,0.4126349698248727
12,6,188020783957632,675379313032192,1.657867416319537,0.6031845430796844
12,11,188020783957632,896106271727872,1.8520970705292956,0.539928503700769
12,18,188020783957632,347278171374336,1.911091980521707,0.5232610518968782
12,16,188020783957632,339993906853248,2.148167535761695,0.4655130399989755
12,25,188020783957632,115727894578176,2.5240100938406265,0.3961949290297675
13,10,332469124171904,75458281197696,1.9239838328676766,0.5197548871858196
13,28,332469124171904,1195551392247936,1.9356294209376228,0.5166278158321654
13,9,332469124171904,86693915665280,1.9871132404484717,0.5032425830818814
13,4,332469124171904,250246270117248,2.117491240106408,0.4722569713909541
13,0,332469124171904,613978460597248,2.1597137957177353,0.46302431460239296
14,5,384317969303168,1301929142132608,1.506141277547572,0.6639483393135746
14,4,384317969303168,250246270117248,1.9557327749114475,0.5113172989826112
14,10,384317969303168,75458281197696,2.08647904348764,0.4792763210925797
14,34,384317969303168,1435244927007872,2.2338297128280065,0.4476616969758013
14,13,384317969303168,332469124171904,2.3467346061203216,0.4261240267184699
15,21,1261796967786112,1425830358704768,0.8549366017602789,1.169677374836768
15,7,1261796967786112,1411674146537728,1.6416863529076815,0.6091297513853579
15,32,1261796967786112,1611029348487680,2.35224380248465,0.42512600052056065
15,23,1261796967786112,535294659636864,2.448755710744283,0.40837066580873765
15,18,1261796967786112,347278171374336,2.9138086464325377,0.3431934355826648
16,18,339993906853248,347278171374336,1.7998869697479354,0.5555904436262956
16,29,339993906853248,1166173815955456,1.9438702364168763,0.5144376313116349
16,12,339993906853248,188020783957632,2.148167535761695,0.4655130399989755
16,6,339993906853248,675379313032192,2.185837595115369,0.4574905300532002
16,35,339993906853248,384661566686720,2.252488445608451,0.4439534426687956
17,20,1155453577587072,452212812313984,1.344787028316206,0.7436121697659042
17,23,1155453577587072,535294659636864,1.892123102272512,0.5285068391155064
17,27,1155453577587072,290653322568704,2.3228764905198447,0.43050071929385103
17,30,1155453577587072,77863462880768,2.35607239778563,0.4244351748016878
17,33,1155453577587072,123424475948672,2.424280163916962,0.4124935784583023
18,16,347278171374336,339993906853248,1.7998869697479354,0.5555904436262956
18,12,347278171374336,188020783957632,1.911091980521707,0.5232610518968782
18,7,347278171374336,1411674146537728,2.0201913858649836,0.4950026056919037
18,6,347278171374336,675379313032192,2.3031448099553096,0.43418893839287936
18,35,347278171374336,384661566686720,2.511152176632788,0.39822357613567844
19,3,1753553543188992,1066152617449600,1.2487988136939117,0.8007694986842816
19,2,1753553543188992,695170522295168,2.2642167769888144,0.4416538249175328
19,28,1753553543188992,1195551392247936,2.315982597888719,0.43178217354101955
19,0,1753553543188992,613978460597248,2.322457726254724,0.43057834323305605
19,5,1753553543188992,1301929142132608,2.493276457383247,0.40107866780610546
20,17,452212812313984,1155453577587072,1.344787028316206,0.7436121697659042
20,23,452212812313984,535294659636864,1.9608193068091364,0.5099908984611139
20,33,452212812313984,123424475948672,2.226754623948695,0.4490840567903503
20,27,452212812313984,290653322568704,2.373996295134238,0.42123064894801515
20,30,452212812313984,77863462880768,2.7395677575565505,0.3650210867175432
21,15,1425830358704768,1261796967786112,0.8549366017602789,1.169677374836768
21,7,1425830358704768,1411674146537728,1.463568938153334,0.6832612895304214
21,32,1425830358704768,1611029348487680,2.61402837697572,0.38255131765499795
21,23,1425830358704768,535294659636864,2.7939137412812967,0.35792085676239926
21,37,1425830358704768,1213006138643456,2.9345553743166666,0.34076712566124834
22,10,120190364960512,75458281197696,1.7771991625858503,0.5626831370685674
22,25,120190364960512,115727894578176,1.9880455882119221,0.5030065738577514
22,13,120190364960512,332469124171904,2.3343944370815164,0.4283766205550857
22,8,120190364960512,44358422235136,2.425816040363505,0.4122324130768544
22,14,120190364960512,384317969303168,2.5281287851659444,0.3955494695789262
23,17,535294659636864,1155453577587072,1.892123102272512,0.5285068391155064
23,20,535294659636864,452212812313984,1.9608193068091364,0.5099908984611139
23,46,535294659636864,1292480214037760,2.2790807522347056,0.43877339537839183
23,15,535294659636864,1261796967786112,2.448755710744283,0.40837066580873765
23,32,535294659636864,1611029348487680,2.5177459864315925,0.39718065499407473
24,5,1604569717638528,1301929142132608,1.7375105298863645,0.5755360803855536
24,34,1604569717638528,1435244927007872,1.7424053072189265,0.573919280351331
24,14,1604569717638528,384317969303168,2.439709030797772,0.40988494421918636
24,3,1604569717638528,1066152617449600,2.54281476969452,0.3932649801777505
24,19,1604569717638528,1753553543188992,2.668409589966575,0.37475506150169074
25,8,115727894578176,44358422235136,1.6971398625695857,0.589226628903373
25,22,115727894578176,120190364960512,1.9880455882119221,0.5030065738577514
25,9,115727894578176,86693915665280,2.4398760837577167,0.40985688029675016
25,12,115727894578176,188020783957632,2.5240100938406265,0.3961949290297675
25,10,115727894578176,75458281197696,2.529793954611529,0.3952891096829121
26,0,774472798501120,613978460597248,1.8951295372538677,0.5276684154522332
26,2,774472798501120,695170522295168,2.0776862468602335,0.48130462504177557
26,3,774472798501120,1066152617449600,2.229566655129549,0.44851765149019346
26,1,774472798501120,673008491088640,2.3164952509347057,0.43168661778869105
26,4,774472798501120,250246270117248,2.7119730713407373,0.36873522475842807
27,33,290653322568704,123424475948672,1.951582036912154,0.5124047983049254
27,30,290653322568704,77863462880768,2.155106524333281,0.4640141861706362
27,17,290653322568704,1155453577587072,2.3228764905198447,0.43050071929385103
27,20,290653322568704,452212812313984,2.373996295134238,0.42123064894801515
27,31,290653322568704,596798591393792,2.4335571947426793,0.4109211002560092
28,13,1195551392247936,332469124171904,1.9356294209376228,0.5166278158321654
28,5,1195551392247936,1301929142132608,2.1487384180165328,0.46538936131770714
28,19,1195551392247936,1753553543188992,2.315982597888719,0.43178217354101955
28,14,1195551392247936,384317969303168,2.6436744799811125,0.3782613962392095
28,4,1195551392247936,250246270117248,2.645539138903615,0.377994785748681
29,40,1166173815955456,1240631368988288,1.6024503811077473,0.6240442835478578
29,16,1166173815955456,339993906853248,1.9438702364168763,0.5144376313116349
29,12,1166173815955456,188020783957632,2.663244122958628,0.3754819137228446
29,11,1166173815955456,896106271727872,2.6947704596019846,0.3710891205729367
29,32,1166173815955456,1611029348487680,2.7989094645460537,0.35728201024959894
30,27,77863462880768,290653322568704,2.155106524333281,0.4640141861706362
30,39,77863462880768,320683733915264,2.210073491867113,0.45247364111621824
30,17,77863462880768,1155453577587072,2.35607239778563,0.4244351748016878
30,36,77863462880768,154829276705920,2.520645657733851,0.3967237508895393
30,37,77863462880768,1213006138643456,2.537101636137565,0.39415054791497695
31,6,596798591393792,675379313032192,2.0373499180800367,0.4908337007429199
31,36,596798591393792,154829276705920,2.116315700642576,0.47251929364598005
31,27,596798591393792,290653322568704,2.4335571947426793,0.4109211002560092
31,11,596798591393792,896106271727872,2.6362853043668695,0.37932161528313063
31,35,596798591393792,384661566686720,2.6970987455386317,0.370768775764612
32,7,1611029348487680,1411674146537728,2.3356407007877054,0.4281480450577511
32,15,1611029348487680,1261796967786112,2.35224380248465,0.42512600052056065
32,11,1611029348487680,896106271727872,2.3575351754024556,0.42417182591087554
32,37,1611029348487680,1213006138643456,2.50510322459827,0.3991851474144206
32,23,1611029348487680,535294659636864,2.5177459864315925,0.39718065499407473
33,27,123424475948672,290653322568704,1.951582036912154,0.5124047983049254
33,20,123424475948672,452212812313984,2.226754623948695,0.4490840567903503
33,17,123424475948672,1155453577587072,2.424280163916962,0.4124935784583023
33,30,123424475948672,77863462880768,2.7528985300782556,0.36325349048415895
33,36,123424475948672,154829276705920,2.992329568095333,0.33418778822420364
34,24,1435244927007872,1604569717638528,1.7424053072189265,0.573919280351331
34,5,1435244927007872,1301929142132608,2.0083387123736274,0.4979239775832514
34,14,1435244927007872,384317969303168,2.2338297128280065,0.4476616969758013
34,28,1435244927007872,1195551392247936,3.1758785596995787,0.31487350073432274
34,4,1435244927007872,250246270117248,3.286547609922952,0.30427065683772014
35,16,384661566686720,339993906853248,2.252488445608451,0.4439534426687956
35,18,384661566686720,347278171374336,2.511152176632788,0.39822357613567844
35,27,384661566686720,290653322568704,2.5146730589255677,0.39766600928506685
35,38,384661566686720,1497229894979968,2.5776623959012825,0.38794839913469775
35,6,384661566686720,675379313032192,2.6242911026908535,0.38105528726376997
36,31,154829276705920,596798591393792,2.116315700642576,0.47251929364598005
36,30,154829276705920,77863462880768,2.520645657733851,0.3967237508895393
36,35,154829276705920,384661566686720,2.6358128517840327,0.3793896062547753
36,6,154829276705920,675379313032192,2.66843951922046,0.37475085824383175
36,27,154829276705920,290653322568704,2.696697408542697,0.37082395556571995
37,39,1213006138643456,320683733915264,2.025119850750774,0.4937979347882919
37,32,1213006138643456,1611029348487680,2.50510322459827,0.3991851474144206
37,30,1213006138643456,77863462880768,2.537101636137565,0.39415054791497695
37,23,1213006138643456,535294659636864,2.7564510733763186,0.3627853255435288
37,35,1213006138643456,384661566686720,2.8238412487442863,0.354127556017651
38,7,1497229894979968,1411674146537728,1.9258648919727719,0.5192472245418651
38,18,1497229894979968,347278171374336,2.571078817080212,0.38894179103199905
38,35,1497229894979968,384661566686720,2.5776623959012825,0.38794839913469775
38,16,1497229894979968,339993906853248,2.882309723910253,0.3469439774997582
38,32,1497229894979968,1611029348487680,2.9081755852640225,0.3438581924237115
39,37,320683733915264,1213006138643456,2.025119850750774,0.4937979347882919
39,30,320683733915264,77863462880768,2.210073491867113,0.45247364111621824
39,16,320683733915264,339993906853248,2.829466086601285,0.3534235680487807
39,36,320683733915264,154829276705920,2.954127823329227,0.3385093874755517
39,6,320683733915264,675379313032192,2.966884595806994,0.3370538919555321
40,29,1240631368988288,1166173815955456,1.6024503811077473,0.6240442835478578
40,7,1240631368988288,1411674146537728,2.762976276102701,0.3619285509791571
40,16,1240631368988288,339993906853248,2.8556606349618363,0.3501816664615731
40,18,1240631368988288,347278171374336,2.934183152588745,0.34081035436298107
40,32,1240631368988288,1611029348487680,3.168340066375815,0.31562268539676025
41,2,755540582699392,695170522295168,2.102290591470098,0.47567163362522613
41,0,755540582699392,613978460597248,2.3639463217611314,0.4230214496810488
41,3,755540582699392,1066152617449600,2.9395563499250104,0.3401873891701958
41,1,755540582699392,673008491088640,2.9397247740725283,0.3401678989881479
41,4,755540582699392,250246270117248,3.21693780665944,0.31085462638711
42,10,132667245587072,75458281197696,2.572914586752843,0.38866428180255497
42,1,132667245587072,673008491088640,2.5787504314550174,0.38778471456634084
42,22,132667245587072,120190364960512,2.664881454928183,0.3752512135766182
42,4,132667245587072,250246270117248,2.886666832183516,0.346420303462329
42,25,132667245587072,115727894578176,3.047588211063689,0.3281283200825368
43,6,1036706321717888,675379313032192,2.284574855229599,0.4377182028903416
43,11,1036706321717888,896106271727872,2.389082559516576,0.4185707170378945
43,31,1036706321717888,596798591393792,2.6971992689682303,0.3707549573755309
43,32,1036706321717888,1611029348487680,3.252723738204186,0.30743465491840016
43,12,1036706321717888,188020783957632,3.2674428182925026,0.3060497323476568
44,9,92603790642688,86693915665280,1.7756179367112472,0.5631842184764198
44,8,92603790642688,44358422235136,2.5638628860617296,0.3900364584377907
44,46,92603790642688,1292480214037760,3.063661153814141,0.32640685434637956
44,4,92603790642688,250246270117248,3.2183514876677655,0.3107180815493701
44,13,92603790642688,332469124171904,3.349665247071247,0.2985372943980129
45,47,850236021522688,1811277903614976,2.057441786447,0.4860404831800446
45,49,850236021522688,1039420741032448,2.743784762031693,0.36446007494376653
45,29,850236021522688,1166173815955456,2.8777334895057045,0.34749569536108016
45,11,850236021522688,896106271727872,3.0044374754967924,0.33284100872637207
45,12,850236021522688,188020783957632,3.3003169553484524,0.3030012006510797
46,23,1292480214037760,535294659636864,2.2790807522347056,0.43877339537839183
46,17,1292480214037760,1155453577587072,2.7357346440146704,0.3655325278668628
46,26,1292480214037760,774472798501120,3.0405223561855332,0.3288908558640609
46,44,1292480214037760,92603790642688,3.063661153814141,0.32640685434637956
46,20,1292480214037760,452212812313984,3.1016283468928783,0.3224112911533868
47,45,1811277903614976,850236021522688,2.057441786447,0.4860404831800446
47,49,1811277903614976,1039420741032448,2.582061521485483,0.3872874413249084
47,11,1811277903614976,896106271727872,3.813878271469829,0.2622002929355027
47,29,1811277903614976,1166173815955456,3.8624597138110044,0.258902376748174
47,32,1811277903614976,1611029348487680,4.274318664253,0.23395541571642053
48,22,83154862613888,120190364960512,2.9075474990722205,0.3439324724080172
48,25,83154862613888,115727894578176,2.9179031905525727,0.34271184980961755
48,40,83154862613888,1240631368988288,3.36265319177735,0.2973842210207669
48,42,83154862613888,132667245587072,3.511141732899193,0.2848076426621499
48,8,83154862613888,44358422235136,3.982068621737856,0.2511257577382804
49,47,1039420741032448,1811277903614976,2.582061521485483,0.3872874413249084
49,45,1039420741032448,850236021522688,2.743784762031693,0.36446007494376653
49,3,1039420741032448,1066152617449600,3.7450135921351215,0.26702172779821853
49,1,1039420741032448,673008491088640,3.827970089126541,0.2612350610680756
49,19,1039420741032448,1753553543188992,3.837272682592184,0.26060175617340064
