SOURCE_ID,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,radial_velocity,anomaly_score,anomaly_label,anomaly_rank,dominant_anomaly_feature,dominant_feature_zscore
1414526004823168,42.92798475685306,1.985034491439151,1.1577176300127612,4.73574971887541,-4.008232563756828,14.903128,15.374079,14.221169,1.1529093,-10.112254,-0.1081404676704269,1,341,ra,1.8331498117563105
406548720039680,44.104918900912736,1.4481051944423289,4.392651101899046,51.53299330831653,-20.811132611438698,13.065529,13.590522,12.388985,1.2015371,32.90615,-0.1085827508767681,1,342,pmra,1.8651042744881858
1691328057034496,45.05759316182144,2.4903101868843023,1.3108887662802535,9.46245456268298,-7.525567983070823,12.733483,12.990685,12.313684,0.677001,31.736752,-0.108597021825546,1,343,bp_rp,1.0653474560079117
1216201594967168,43.16833000215063,1.7443520495612628,2.3141347486725685,29.98826662911576,3.1073399784272446,12.90421,13.251152,12.38924,0.8619118,61.122578,-0.1087781415210538,1,344,ra,1.639990226443168
502962146044416,44.76358557848943,1.732252691860783,2.7492262810440278,11.432226249664597,0.5759774200672356,11.003171,11.422547,10.416264,1.0062838,20.671103,-0.1088734556009988,1,345,phot_rp_mean_mag,1.6061316703601929
967643247469824,45.516962905452495,2.551218488367233,2.4585451409385293,19.69934995403496,-41.13907928141625,12.874416,13.241487,12.335734,0.9057522,-53.98581,-0.109046449706862,1,346,radial_velocity,1.7075597583761712
248695786575232,45.80143126857259,1.2992367580918665,5.699481219689147,-14.339411429753202,-2.468622312250297,12.706121,13.238995,12.021907,1.2170877,7.251093,-0.1092090049448034,1,347,parallax,1.3112352616622924
989908358059520,46.29133812222323,2.50423945006142,1.6449048075367456,5.909360894047452,0.256450962158989,11.001529,11.484249,10.352842,1.1314068,16.4372,-0.1092275129510335,1,348,phot_rp_mean_mag,1.6514454062087376
1215857997584768,43.03696784163474,1.7579204873198628,1.279846651870867,25.89848983023766,-4.710815197591551,13.378886,13.691274,12.902616,0.78865814,78.47276,-0.109367028302301,1,349,radial_velocity,1.8312046448072907
122771641128064,45.206780759170485,1.0052659142610816,3.031474052738067,0.0113341263901152,8.377069260483301,13.949151,14.525066,13.077807,1.447259,51.59065,-0.1095616384605003,1,350,dec,1.2977983603679288
1451497083282560,43.44700618902368,2.2685111308488444,1.671311003531364,-22.04790400160037,-14.734554866315433,13.128952,13.536082,12.55616,0.9799223,-54.67636,-0.1097040375608783,1,351,radial_velocity,1.7260084986775226
858688517149056,45.83361192135681,2.123242814982768,3.709414531789107,-0.6064327190296854,-6.672736454711765,11.02347,11.274774,10.612835,0.66193867,3.349373,-0.1097265199322736,1,352,phot_bp_mean_mag,1.628229896344208
1610956333384832,43.93274159944345,3.052728736461836,1.1137235933751892,4.257589431703443,7.058301912494512,14.626807,15.076594,14.012182,1.0644121,13.901599,-0.1099198151210902,1,353,dec,1.5921247824893987
1411227469940352,42.97912275106125,1.955878560036111,0.2068459666389047,-1.4887787507875647,-1.1912442844847029,14.608693,15.092163,13.961811,1.130352,-39.133842,-0.1100292307484218,1,354,ra,1.7920514586652392
1437684468423808,42.96343296280679,2.255420551972119,1.4549768375749883,6.851797296329052,-15.192636756306198,14.735372,15.121934,14.175736,0.9461975,-47.168873,-0.1102930385587284,1,355,ra,1.8046609570937575
758117563054208,47.282322728838444,2.322367586284032,2.7120947720565205,27.37780991587508,-25.70077573210196,14.736066,15.255012,14.059914,1.1950979,-31.586103,-0.1103277538873824,1,356,ra,1.666324937330606
